Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;Field Position;Player on C1;Type of service;Zona de C1;Tipo de recepcion;Game Phase;Rally Outcome;Rest Time;Reves;Barrido Fuerte;Match Duration
Clara Azurmendi;"11;54 (4)";2;9;12;1409040;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;;
Line Kjaersfeldt;"-14;-15 (1)";2;10;4;1412240;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Defence;;;;;
Clara Azurmendi;"-14;56 (3)";2;11;9;1412280;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;Reves;;
Line Kjaersfeldt;"13;-12 (1)";2;12;1;1413440;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Clara Azurmendi;"13;8 (1)";2;13;4;1413440;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Defence;;;;;
Line Kjaersfeldt;"15;-55 (4)";2;14;9;1416400;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Attack;;;;;
Clara Azurmendi;"-15;38 (1)";2;15;5;1417520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Construccion;Winner Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (42);2;;;1420240;19800;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (43);3;;;1440040;3560;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"2;-26 (1)";3;1;6;1438040;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Line Kjaersfeldt;Backhand short service;5;;Construccion;;;;;
Clara Azurmendi;"-3;16 (1)";3;2;2;1439080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;2;;;;;Construccion;;;;;
Line Kjaersfeldt;"-14;-55 (8)";3;3;12;1439080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;F;
Clara Azurmendi;"16;37 (1)";3;4;8;1440080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Construccion;Winner Line Kjaersfeldt;;;;
Clara Azurmendi;Rest Time (43);3;;;1443600;17920;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (44);4;;;1461520;5080;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"-2;-25 (4)";4;1;7;1459520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Line Kjaersfeldt;Backhand short service;7;;Construccion;;;;;
Clara Azurmendi;"10;15 (1)";4;2;4;1460400;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Line Kjaersfeldt;"-11;-14 (1)";4;3;4;1460400;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Defence;;;;;
Clara Azurmendi;"-14;55 (6)";4;4;9;1461960;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;;;;;
Line Kjaersfeldt;"13;-14 (2)";4;5;1;1461960;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Defence;;;;;
Clara Azurmendi;"5;2 (1)";4;6;3;1463880;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Error Line Kjaersfeldt;;;;
Clara Azurmendi;Rest Time (44);4;;;1466600;14480;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (45);5;;;1481080;3080;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"2;26 (1)";5;1;7;1479080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Clara Azurmendi;Backhand short service;8;;Construccion;;;;;
Line Kjaersfeldt;"-14;-17 (2)";5;2;4;1480160;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Clara Azurmendi;"-13;13 (1)";5;3;1;1480160;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Line Kjaersfeldt;"-15;2 (1)";5;4;1;1480160;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Unforced Clara Azurmendi;;;;
Line Kjaersfeldt;Rest Time (45);5;;;1484160;17440;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (46);6;;;1501600;11280;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"2;-24 (1)";6;1;6;1499600;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Line Kjaersfeldt;Backhand short service;7;;Construccion;;;;;
Clara Azurmendi;"-8;16 (1)";6;2;1;1500520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Line Kjaersfeldt;"14;-55 (4)";6;3;9;1500520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;Reves;;
Clara Azurmendi;"3;12 (1)";6;4;3;1501520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;3;;;;;Construccion;;;;;
Line Kjaersfeldt;"-3;-41 (1)";6;5;7;1501520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;;;;;Attack;;;;;
Clara Azurmendi;"3;35 (2)";6;6;7;1502720;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;;;;;Defence;;;;;
Line Kjaersfeldt;"-3;-36 (1)";6;7;7;1503120;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;;;;;Attack;;;;;
Clara Azurmendi;"4;37 (1)";6;8;7;1503560;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;;;;;Construccion;;;;;
Line Kjaersfeldt;"9;-40 (1)";6;9;5;1503560;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Construccion;;;;;
Clara Azurmendi;"-13;12 (1)";6;10;1;1503560;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Line Kjaersfeldt;"16;-56 (1)";6;11;9;1503560;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;;;;;
Clara Azurmendi;"13;54 (3)";6;12;12;1503560;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Line Kjaersfeldt;"-13;-16 (1)";6;13;4;1503560;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Defence;;;;;
Clara Azurmendi;"-14;12 (3)";6;14;1;1507920;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Defence;;;;;
Line Kjaersfeldt;"3;-53 (1)";6;15;10;1509440;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;10;;;;;Attack;;;;;
Clara Azurmendi;"10;43 (1)";6;16;8;1510360;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Construccion;Winner Line Kjaersfeldt;;;;
Clara Azurmendi;Rest Time (46);6;;;1512880;25840;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (47);7;;;1538720;3280;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Line Kjaersfeldt;"-3;-27 (1)";7;1;7;1536720;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Line Kjaersfeldt;Backhand short service;5;;Construccion;;;;;
Clara Azurmendi;"4;16 (2)";7;2;3;1537160;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;3;;;;;Construccion;;;;;
Line Kjaersfeldt;"15;-56 (1)";7;3;9;1537160;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;Reves;;
Clara Azurmendi;"13;7 (2)";7;4;4;1538800;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Attack;;;;;
Line Kjaersfeldt;"15;-39 (1)";7;5;5;1539560;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Construccion;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (47);7;;;1542000;16080;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (48);8;;;1558080;6680;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-1;25 (3)";8;1;6;1556080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Clara Azurmendi;Backhand flick;9;;Construccion;;;;;
Line Kjaersfeldt;"4;-54 (1)";8;2;10;1557160;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;10;;;;;Attack;;;;;
Clara Azurmendi;"13;35 (1)";8;3;8;1557560;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Defence;;;;;
Line Kjaersfeldt;"13;-41 (1)";8;4;5;1557600;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Construccion;;;;;
Clara Azurmendi;"-12;12 (1)";8;5;1;1557600;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;;;;;
Line Kjaersfeldt;"-15;-55 (4)";8;6;12;1557600;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;;
Clara Azurmendi;"-14;54 (4)";8;7;9;1559840;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;;;
Line Kjaersfeldt;"-13;-15 (3)";8;8;4;1561080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Clara Azurmendi;"-14;1 (2)";8;9;1;1561080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (48);8;;;1564760;15200;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (49);9;;;1579960;4920;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"3;24 (1)";9;1;7;1577960;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Clara Azurmendi;Backhand flick;10;;Construccion;;;;;
Line Kjaersfeldt;"-9;-55 (2)";9;2;12;1579000;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Construccion;;;;;
Clara Azurmendi;"13;54 (4)";9;3;12;1579000;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Defence;;;;;
Line Kjaersfeldt;"-3;-14 (1)";9;4;3;1580440;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;3;;;;;Construccion;;;;;
Clara Azurmendi;"11;62 (1)";9;5;12;1580440;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;OUT LENGTH;;;;;Construccion;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (49);9;;;1584880;14840;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (50);10;;;1599720;6400;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-3;25 (1)";10;1;6;1597720;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Clara Azurmendi;Backhand flick;9;;Construccion;;;;;
Line Kjaersfeldt;"8;-55 (1)";10;2;9;1598960;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Attack;;;;;
Clara Azurmendi;"-15;34 (1)";10;3;5;1599000;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Defence;;;;;
Line Kjaersfeldt;"-13;-17 (1)";10;4;4;1599400;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Defence;;;;;
Clara Azurmendi;"-15;55 (4)";10;5;9;1600800;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;;;;;
Line Kjaersfeldt;"11;-14 (1)";10;6;1;1600800;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Defence;;;;;
Clara Azurmendi;"14;1 (2)";10;7;4;1603040;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Error Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (50);10;;;1606120;22960;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (51);11;;;1629080;5120;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"3;25 (1)";11;1;7;1627080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Clara Azurmendi;Backhand short service;8;;Construccion;;;;;
Line Kjaersfeldt;"-15;-16 (1)";11;2;4;1628080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Clara Azurmendi;"-13;56 (1)";11;3;9;1628080;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Defence;;;Reves;;
Line Kjaersfeldt;"-9;-14 (1)";11;4;4;1629240;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;4;;;;;Construccion;;;;;
Clara Azurmendi;"-15;55 (5)";11;5;9;1629240;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;9;;;;;Construccion;;;;;
Line Kjaersfeldt;"15;-16 (1)";11;6;1;1629240;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Construccion;Winner Clara Azurmendi;;;;
Line Kjaersfeldt;Rest Time (51);11;;;1634200;13520;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (52);12;;;1647720;3600;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"-3;25 (2)";12;1;6;1645720;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;6;Clara Azurmendi;Backhand flick;9;;Construccion;;;;;
Line Kjaersfeldt;"3;-55 (1)";12;2;10;1646520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;10;;;;;Construccion;;;;;
Clara Azurmendi;"15;34 (1)";12;3;8;1646520;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Defence;;;;;
Line Kjaersfeldt;"14;-40 (1)";12;4;5;1647840;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;5;;;;;Construccion;;;;;
Clara Azurmendi;"-4;2 (1)";12;5;2;1647840;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;NET;;;;;Construccion;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (52);12;;;1651320;13560;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;;1;2;All England 2022;46;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (53);13;;;1664880;8800;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;;;;;;;;;;;
Clara Azurmendi;"2;26 (2)";13;1;7;1662880;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;7;Clara Azurmendi;Backhand short service;6;;Construccion;;;;;
Line Kjaersfeldt;"-4;-18 (1)";13;2;3;1663920;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;3;;;;Finta;Construccion;;;;;
Clara Azurmendi;"14;55 (5)";13;3;12;1663960;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;12;;;;;Attack;;;;;
Line Kjaersfeldt;"-13;-37 (1)";13;4;8;1665640;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;8;;;;;Defence;;;;;
Clara Azurmendi;"-14;12 (4)";13;5;1;1665680;5000;5;ESP;DEN;Before;Clara Azurmendi-Line Kjaersfeldt;Right handed;Right handed;Clara Azurmendi;Line Kjaersfeldt;Rally Time;1;2;All England 2022;46;1;;;;;Defence;;;;;
